Ticket ID,Site Default,Calendar Week ,Ticket Create Time,Problem Description,General Category,Sub Category,Resolution,Priority,No.,Count of Calendar Week 
INC000005589200,Cegled,CW: 2021/42,10/24/2021 9:58:16 AM,"Site:
	CEG

Affected Line:
	Econo2

Fauf (Fertigungsauftrag) / Lot ID:
	

Area:
	Rendszer forrasztás

Interface:
	Equipment

Equipments or Process Affected:
	Vadu18,Vadu07,Vadu04

Host name:
	Vadu18 PC Name: ISCFS4LA9633
	Vadu07 PC Name: ISCF8CC9121SP1
	Vadu04 PC Name:ISCFS4DN4198

Problem description / Error message:
	A leállás után a Equstat nem a megfelel? berendezás állapotott   mutatja
	
	

Contact Phone Number:
	06307570188

",Integration,EQStat,Issue solved.,Low,74,1
INC000005591646,Cegled,CW: 2021/43,10/25/2021 2:49:41 PM,"Site:
	CEG

Affected Line:
	Econo1

Fauf (Fertigungsauftrag) / Lot ID:
	n/a

Area:
	System Soldering

Interface:
	Equipment

Equipments or Process Affected:
	VaDu_017 - 10001862
	VaDu_037 - 132016102467
	VaDu_049 - 10058044

Host name:
	

Problem description / Error message:
	Locked NS states were overbooked to SDT by auto due to unknown reason during national holiday.
	

Contact Phone Number:
	+36 30 8311621

",Integration,TFM,"System behavior issue, APS colleague has been involved, need further investigation.",Low,75,1
INC000005592179,Cegled,CW: 2021/43,10/25/2021 11:59:13 PM,"Site:
	CEG

Affected Line:
	Econo2

Fauf (Fertigungsauftrag) / Lot ID:
	81482467

Area:
	

Interface:
	Camstar

Equipments or Process Affected:
	ECONO2_MOD_A

Host name:
	

Problem description / Error message:
	Az alábbi tételt nem tudom kimozgatni ECONO2_MOD_A-ból fantom WT miatt.
	
	81482467
	

Contact Phone Number:
	308311776

",Procedural,Others,"9 moduls were scrapped in the system, after the FAUF could move out from the spec.",Low,76,1
INC000005592992,Cegled,CW: 2021/43,10/26/2021 10:25:42 AM,"*Problem description / Error message: Quality Gate Plugin throw error. Details in the attached picture
*Site (WAR/ CEG):CEG
*Affected line (PowerLine / HD-Line / EASY / Sinter Line/ Econo1/Econo2/ 62mm/ IHM): IHM 
Fauf / Lot ID: 81474951
Area (e.g. Chip soldering): End Test 
Interface (Camstar / XMES/ Equipment): XTEST
*Equipment or Process (ID, Equipment number): 
Host Name: 
Screenshot of the error message: Have
*Contact: 

If applicable: 
Carriers / Items affected (ID):",Integration,EAFA,EAFA service config fixed,Low,77,1
INC000005593325,Cegled,CW: 2021/43,10/26/2021 10:38:09 AM,"*Problem description / Error message: In Verpackungsprüfung software the data are does not appear.
TE mentioned that everything fine from their side.
*Site (WAR/ CEG):CEG
*Affected line (PowerLine / HD-Line / EASY / Sinter Line/ Econo1/Econo2/ 62mm/ IHM): 62mm
Fauf / Lot ID: 
Area (e.g. Chip soldering): 
Interface (Camstar / XMES/ Equipment): KWK-2
*Equipment or Process (ID, Equipment number): 
Host Name: cegf0d0c9cd2d5d.ifxcep.net
Screenshot of the error message: 
*Contact: 

If applicable: 
Carriers / Items affected (ID):",Platform,Others,"UPS restarted the scale, after that the datas are appeared in the software.",Medium,78,1
INC000005597210,Cegled,CW: 2021/44,10/28/2021 12:48:59 AM,"Site:
	CEG

Affected Line:
	Econo1

Fauf (Fertigungsauftrag) / Lot ID:
	81485011

Area:
	datacon

Interface:
	Camstar

Equipments or Process Affected:
	DC29

Host name:
	CEGBEARDC29PREP

Problem description / Error message:
	DC29-nél nem nyomtat címkét

Contact Phone Number:
	778

",Configuration,Printing,The mentioned label has been printed out.,Low,79,1
INC000005599846,Cegled,CW: 2021/43,10/28/2021 6:37:03 PM,"Site:
	CEG

Affected Line:
	62mm

Fauf (Fertigungsauftrag) / Lot ID:
	81400000

Area:
	Végmér?

Interface:
	Equipment

Equipments or Process Affected:
	KWK5-mér?

Host name:
	

Problem description / Error message:
	KWK5 berendezésnél az Orbit segédprogram nem exportálja a mérési adatokat a Q meghajtón található mappában. PC name: ISCECZC8277TPT

Contact Phone Number:
	309312820

",Platform,Others,"Issue has been solved by DBA, needed to re-index the db.",Low,80,1
INC000005602147,Cegled,CW: 2021/43,10/29/2021 6:39:47 PM,"*Problem description / Error message: imprtant note: Date must comply to the format /yyyy/mm/dd
*Site (WAR/ CEG):CEG
*Affected line (PowerLine / HD-Line / EASY / Sinter Line/ Econo1/Econo2/ 62mm/ IHM): Econo2
Fauf / Lot ID: 
Area (e.g. Chip soldering): 
Interface (Camstar / XMES/ Equipment): 
*Equipment or Process (ID, Equipment number): 
Host Name: 
Screenshot of the error message: 
*Contact: 

If applicable: 
Carriers / Items affected (ID):",Procedural,Material Setup,"Successfull printed/ A gépre lépve megjelent a nem jó példa , de a második próbára  megjavult .
 (MATERIALNUMBER BATCHazazCharge QUANTITY SERIAL anyagszám charge mennyiség sorszám formában jól megadva feloldotta az adatokat és nyomtatott material labelt)",Low,81,1
INC000005602328,Cegled,CW: 2021/44,10/30/2021 2:51:57 AM,"Site:
	CEG

Affected Line:
	62mm

Fauf (Fertigungsauftrag) / Lot ID:
	81479776

Area:
	Systembond

Interface:
	Camstar

Equipments or Process Affected:
	1. HK-226
	2. HK-237

Host name:
	1. ISCFS4FN4655
	2. ISCFS4FN4496

Problem description / Error message:
	Precap állomást ki hagyva, rendszerbond után több WT is rögtön terminál forrasztás állomásra került.

Contact Phone Number:
	0653514643

",Procedural,Others,Based on the Camstar master data configuration the wts can not skip the visual inspection step.,Low,82,1
INC000005602767,Cegled,CW: 2021/44,10/31/2021 1:48:37 PM,"*Problem description / Error message: Equipment controller software (BLB.Traxler.GUI) is not running after Windows update and client reboot.
*Site (WAR/ CEG): CEG
*Affected line (PowerLine / HD-Line / EASY / Sinter Line/ Econo1/Econo2/ 62mm/ IHM): 62mm
Fauf / Lot ID: 
Area (e.g. Chip soldering): 
Interface (Camstar / XMES/ Equipment): Equipment BLB.Traxler.GUI
*Equipment or Process (ID, Equipment number): Semi automatic packing
Host Name: CEGBEARSP01/ISCFS4RT6878
Screenshot of the error message: 
*Contact: 

If applicable: 
Carriers / Items affected (ID):",Procedural,Others,New entry has been created in BLM based on this request.,Low,83,1
INC000005602768,Cegled,CW: 2021/44,10/31/2021 1:51:29 PM,"*Problem description / Error message: Lot Move Out not possible due to there are several items which have no assigned scanname. 
*Site (WAR/ CEG): CEG
*Affected line (PowerLine / HD-Line / EASY / Sinter Line/ Econo1/Econo2/ 62mm/ IHM): 62mm
Fauf / Lot ID: 81482238/HB31780P0
Area (e.g. Chip soldering): System Soldering
Interface (Camstar / XMES/ Equipment): Camstar
*Equipment or Process (ID, Equipment number): VADU
Host Name: 
Screenshot of the error message: 
*Contact: 

If applicable: 
Carriers / Items affected (ID): 81482238-itm0491,81482238-itm0492,81482238-itm0493,81482238-itm0494,81482238-itm0495,81482238-itm0496,81482238-itm0497,81482238-itm0498,81482238-itm0499,81482238-itm0500,81482238-itm0501,81482238-itm0502,81482238-itm0503,81482238-itm0504",Platform,Camstar Database,"Assigned scannames to affected items via ChangeAttributeScanname txn. It happened because of sending request failure, case currently under investigation.",Low,84,1
INC000005602889,Cegled,CW: 2021/44,10/31/2021 10:17:55 AM,"*Problem description / Error message: Lot not visible in SAP. TO and MO transactions are successfully triggered on last aggregated spec (Equipment) in Camstar. MESSIS shows error state.
*Site (WAR/ CEG): CEG
*Affected line (PowerLine / HD-Line / EASY / Sinter Line/ Econo1/Econo2/ 62mm/ IHM): 62mm
Fauf / Lot ID: 81482469/HB31791P0
Area (e.g. Chip soldering): 
Interface (Camstar / XMES/ Equipment): Camstar/SAP
*Equipment or Process (ID, Equipment number): 20AS0005
Host Name:
Screenshot of the error message: Has been attached.
*Contact: 

If applicable: 
Carriers / Items affected (ID):",Procedural,TrackIn / TrackOut,Happened due to user forgot to book on 0010 seq in SAP. No any MESSIS or Camstar related failures.,Low,85,1
INC000005602960,Cegled,CW: 2021/44,10/31/2021 3:51:01 PM,"Site:
	CEG

Affected Line:
	Econo2

Fauf (Fertigungsauftrag) / Lot ID:
	81484912

Area:
	

Interface:
	Camstar

Equipments or Process Affected:
	ECONO2_MOD_A

Host name:
	

Problem description / Error message:
	Az alábbi tételt nem tudom kimozgatni ECONO2_MOD_A-ból, fantom WT miatt.
	81484912

Contact Phone Number:
	308311776

",Platform,Camstar Database,"Assigned scannames to affected items via ChangeAttributeScanname txn. It happened because of sending request failure, case currently under investigation.",Low,86,1
INC000005602966,Cegled,CW: 2021/44,10/31/2021 5:01:26 PM,"Site:
	CEG

Affected Line:
	62mm

Fauf (Fertigungsauftrag) / Lot ID:
	

Area:
	

Interface:
	Equipment

Equipments or Process Affected:
	Vadu-9

Host name:
	

Problem description / Error message:
	Vadu-9 TFM nem a valós képet mutatja

Contact Phone Number:
	0653510788

",Procedural,Others,SPC software restart needed.,Low,87,1
INC000005602976,Cegled,CW: 2021/44,10/31/2021 9:11:25 PM,"Site:
	CEG

Affected Line:
	Econo2

Fauf (Fertigungsauftrag) / Lot ID:
	81487726

Area:
	

Interface:
	Camstar

Equipments or Process Affected:
	ECONO2_MOD_A

Host name:
	

Problem description / Error message:
	Az alábbi tételt nem tudom kimozgatni ECONO2_MOD_A -ból, fantom WT miatt:
	81487726

Contact Phone Number:
	308311776

",Platform,Camstar Database,"Assigned scannames to affected items via ChangeAttributeScanname txn. It happened because of sending request failure, case currently under investigation.",Low,88,1
INC000005607775,Cegled,CW: 2021/44,11/2/2021 6:42:25 PM,"Site:
	CEG

Affected Line:
	62mm

Fauf (Fertigungsauftrag) / Lot ID:
	81482481

Area:
	System bond állomás

Interface:
	Camstar

Equipments or Process Affected:
	System bond

Host name:
	

Problem description / Error message:
	HB31794P0-s tételb?l 49 modul regisztrálás nélkül, ment végig a termelésen, így nem tudjuk a tételt TEST A-ba átirányítani

Contact Phone Number:
	308311766

Carriers / Items affected (ID):
	CEGBEAR

",Procedural,Others,"Lot Bonus / Sziasztok, mikor néztem már mind seleztezve vagy zárva bonuszolni tudtok ha kevés a darabszám",Low,89,1
INC000005611041,Cegled,CW: 2021/44,11/4/2021 6:40:53 AM,"*Problem description / Error message: Sziasztok!

Szeretnék segítséget kérni a következ? tétellel kapcsolatban:

HB31699P0-81477323

Ez a tétel SAP-ban lezárásra került már, 2021.10.22-én.

Viszont a Vadu34-es állomáson a tétel utolsó hordozója beragadt a rendszerbe, így nem tudunk azon a berendezésen új tételt regisztrálni.

Hordozó száma: 0100087343900506 

KI tudnátok regisztrálni a rendszerb?l?

Köszönöm szépen.

*Site (WAR/ CEG):CEG
*Affected line (PowerLine / HD-Line / EASY / Sinter Line/ Econo1/Econo2/ 62mm/ IHM):62mm 
Fauf / Lot ID: HB31699P0-81477323
Area (e.g. Chip soldering): 
Interface (Camstar / XMES/ Equipment): 
*Equipment or Process (ID, Equipment number): Vadu34
Host Name: 
Screenshot of the error message: 
*Contact: 

If applicable: 
Carriers / Items affected (ID):",Integration,XMES,"sent per email yesterday/ a problémás hordozó ki lett szedve a gépb?l, 
lehet folytatni
illetve kép alapján gépen is befejezni  a lotot ami zárva lett",Low,90,1
INC000005612861,Cegled,CW: 2021/44,11/4/2021 9:42:23 PM,"*Problem description / Error message: There are 5 items/modules which has no assigned carrier.
*Site (WAR/ CEG): CEG
*Affected line (PowerLine / HD-Line / EASY / Sinter Line/ Econo1/Econo2/ 62mm/ IHM): Econo 2
Fauf / Lot ID: 81488156 /H59177P0
Area (e.g. Chip soldering): Sorting Station 10
Interface (Camstar / XMES/ Equipment): Camstar
*Equipment or Process (ID, Equipment number): DUMMY_20000052_010
Host Name: CEGBEARSORTING10
Screenshot of the error message: 
*Contact: 

If applicable: 
Carriers / Items affected (ID):",Procedural,Others,Send a MoveOut transaction affected 5 items from 20000052 spec and assigned them to DUMMY_GREYAREA203 carrier. Please proceed with Move Out transaction via Shopfloor Ui.,Low,91,1
INC000005612862,Cegled,CW: 2021/44,11/4/2021 9:48:14 PM,"*Problem description / Error message: There are one carrier which stucked in StartFAUF UI (not possible to track out due to error msg) on VADU-49 equipment
*Site (WAR/ CEG): CEG
*Affected line (PowerLine / HD-Line / EASY / Sinter Line/ Econo1/Econo2/ 62mm/ IHM): Econo 1
Fauf / Lot ID: 
Area (e.g. Chip soldering): System Soldering
Interface (Camstar / XMES/ Equipment): XMES
*Equipment or Process (ID, Equipment number): VADU-49
Host Name: CEGBEARVADU49
Screenshot of the error message: 
*Contact: 

If applicable: 
Carriers / Items affected (ID): 100042480901052",Procedural,TrackIn / TrackOut,"100042480901052 carrier only was registered in the UI but it does not have assigned items, Track Out txn has been sent out, carrier CLU automatically removed by this and EQ be free again.",Low,92,1
INC000005615283,Cegled,CW: 2021/45,11/6/2021 1:34:30 PM,"Site:
	CEG

Affected Line:
	Econo2

Fauf (Fertigungsauftrag) / Lot ID:
	81487773

Area:
	

Interface:
	Camstar

Equipments or Process Affected:
	ECONO2_MOD_A

Host name:
	

Problem description / Error message:
	Az alábbi tételt fantom WT miatt nem tudom kimozgatni ECONO2_MOD_A-ból:
	
	81487773
	

Contact Phone Number:
	308311776

",Integration,XMES,"Issue fixed, move out was possible.",Low,93,1
INC000005615753,Cegled,CW: 2021/45,11/7/2021 2:48:36 PM,"Site:
	CEG

Affected Line:
	Econo2

Fauf (Fertigungsauftrag) / Lot ID:
	

Area:
	

Interface:
	Camstar

Equipments or Process Affected:
	Az összes PC-n lassú a rendszer. Minden termel? területen. Ügyeletet nem érjük el mert kinyom a kolléga.

Host name:
	

Problem description / Error message:
	Használhatatlanul lassú a camstar

Contact Phone Number:
	06304238256

",Platform,Camstar Database,"Performance issue checked, AP colleagues fixed the problem.",Low,94,1
INC000005618374,Cegled,CW: 2021/45,11/8/2021 4:37:05 PM,"*Problem description / Error message: 
*Site (WAR/ CEG):
*Affected line (PowerLine / HD-Line / EASY / Sinter Line/ Econo1/Econo2/ 62mm/ IHM): 
Fauf / Lot ID: 
Area (e.g. Chip soldering): 
Interface (Camstar / XMES/ Equipment): 
*Equipment or Process (ID, Equipment number): 
Host Name: 
Screenshot of the error message: 
*Contact: 

If applicable: 
Carriers / Items affected (ID):",Configuration,Others,"rights configured, see email Fr 05.11.2021 15:14, on the 08th of Nov request done for share owner It to arriving Eway install(verify on 10th nov.))",Low,95,1
INC000005618380,Cegled,CW: 2021/45,11/8/2021 4:47:17 PM,"*Problem description / Error message: Szia Anti!

A mai napon lecserélték a notebook-omat, azóta az Eway azt írja, hogy nem regisztrált PC.
Tudsz nekem segíteni a probléma megoldásában?

A PC szám: 5CG1200DHT

El?re is köszönöm szépen!

Üdv,
Tibi

*Site (WAR/ CEG):CEG
*Affected line (PowerLine / HD-Line / EASY / Sinter Line/ Econo1/Econo2/ 62mm/ IHM): 
Fauf / Lot ID: 
Area (e.g. Chip soldering): 
Interface (Camstar / XMES/ Equipment): 
*Equipment or Process (ID, Equipment number): 
Host Name: 
Screenshot of the error message: 
*Contact: 

If applicable: 
Carriers / Items affected (ID):",Configuration,Master Data,"Rights configuredto the new PC. Email Sent: 2021. november 3., szerda 15:16 (ducumented4th of nov)",Low,96,1
INC000005618565,Cegled,CW: 2021/45,11/8/2021 4:52:58 PM,"*Problem description / Error message: Feladó: Hegedus Attila (IFCE BE HPS OE) 
Küldve: Dienstag, 2. November 2021 10:35
Címzett: DL-CEG-BOC <CEG-CEG-BOC-U@infineon.com>
Tárgy: Eway hozzáférés

Sziasztok,

Szeretnék kérni eWay hozzáférést, Ungváriné Halmi Marianna mintájára.

Köszi és üdv.

Attila Hegedus

*Site (WAR/ CEG):CEG
*Affected line (PowerLine / HD-Line / EASY / Sinter Line/ Econo1/Econo2/ 62mm/ IHM): 
Fauf / Lot ID: 
Area (e.g. Chip soldering): 
Interface (Camstar / XMES/ Equipment): 
*Equipment or Process (ID, Equipment number): 
Host Name: 
Screenshot of the error message: 
*Contact: 

If applicable: 
Carriers / Items affected (ID):",Configuration,Master Data,"rights configured, see validation from Attila Mi 03.11.2021 03:55 (added in ticket system on 8th nov)",Low,97,1
INC000005618566,Cegled,CW: 2021/45,11/8/2021 5:01:54 PM,"*Problem description / Error message: Feladó: Ungvarine Halmi Marianna (IFCE BE HPS OE TCD S) 
Küldve: Freitag, 5. November 2021 12:24
Címzett: Bauer Lajos (IFCE BE HPS E FI BOC) <Lajos.Bauer@infineon.com>; DL-CEG-BOC <CEG-CEG-BOC-U@infineon.com>
Másolatot kap: DL-CEG-Head-Trainers <WAR-CEG-Head-Trainers-U@infineon.com>
Tárgy: FW: Új belép?k - 2021.11.02.

Sziasztok,

Az új belép?ket regisztrálnátok Eway rendszerbe. Köszönjük ?

Üdv.:Marianna

*Site (WAR/ CEG):CEG",Configuration,Master Data,"new employees registered in system Eway, see email Fr 05.11.2021 16:03 (documented in ticket system now)",Low,98,1
INC000005618722,Cegled,CW: 2021/45,11/8/2021 5:58:03 PM,"Site:
	CEG

Affected Line:
	Econo2

Fauf (Fertigungsauftrag) / Lot ID:
	81488159

Area:
	SYSTEM SOLDERING

Interface:
	Camstar

Equipments or Process Affected:
	VADU25

Host name:
	

Problem description / Error message:
	A 81488159 tételnél sajnos 2 wt derfolmálodott és nem tudjuk használni

Contact Phone Number:
	308311776

",Procedural,Others,"Deassigned items from old carrier and assigned to new.

Data: 
Old_1:0100039396900162
Itms:81488159-itm0036
81488159-itm0037
81488159-itm0038
81488159-itm0039
81488159-itm0040
81488159-itm0041
81488159-itm0042
SIS:20000019


Old_2:0100039396900100
Itms:81488159-itm0050
81488159-itm0051
81488159-itm0052
81488159-itm0053
81488159-itm0054
81488159-itm0055
81488159-itm0056
SIS:20000019


New carriers:
0100039396901188
0100039396901273",Low,99,1
INC000005618767,Cegled,CW: 2021/45,11/8/2021 7:42:14 PM,"Site:
	CEG

Affected Line:
	Econo2

Fauf (Fertigungsauftrag) / Lot ID:
	81488061

Area:
	SYSTEM SOLDERING

Interface:
	Camstar

Equipments or Process Affected:
	vadu16

Host name:
	

Problem description / Error message:
	sikertelen alapanyag regisztrálás 81488061 tétel

Contact Phone Number:
	308311776

",Procedural,TrackIn / TrackOut,Operator forgot to MoveIn and TrackIn lot to 20AS0052 aggregated spec (equipment) in Shopfloor UI.,Low,100,1
INC000005618826,Cegled,CW: 2021/45,11/8/2021 8:18:48 PM,"*Problem description / Error message: MoveIn error message appears when trying to assign items to carrier.
*Site (WAR/ CEG): CEG
*Affected line (PowerLine / HD-Line / EASY / Sinter Line/ Econo1/Econo2/ 62mm/ IHM): Econo 2
Fauf / Lot ID: 81488061
Area (e.g. Chip soldering): System Soldering
Interface (Camstar / XMES/ Equipment): XMES
*Equipment or Process (ID, Equipment number): VADU-16
Host Name: CEGBEARVADU16
Screenshot of the error message: Has been attached.
*Contact: 

If applicable: 
Carriers / Items affected (ID): All, ex.: 0100039396900001",Procedural,TrackIn / TrackOut,Operator forgot to MoveIn and TrackIn lot to 20AS0052 aggregated spec (equipment) in Shopfloor UI.,Low,101,1
INC000005618833,Cegled,CW: 2021/45,11/8/2021 9:14:00 PM,"*Problem description / Error message: Carriers are stucked in TrackedIn state on DUMMY_20000063_001. An error message appeared, item transfer was not possible.
*Site (WAR/ CEG): CEG
*Affected line (PowerLine / HD-Line / EASY / Sinter Line/ Econo1/Econo2/ 62mm/ IHM): 62mm
Fauf / Lot ID: 81482132
Area (e.g. Chip soldering): Change Carrier at 62mm
Interface (Camstar / XMES/ Equipment): XMES
*Equipment or Process (ID, Equipment number): DUMMY_20000063_001
Host Name: CEGBEARCCAR01
Screenshot of the error message: 
*Contact: 

If applicable: 
Carriers / Items affected (ID): 0100087343900210, 0100087343900079, 0100087343900807, 0100087343901035, 0100087343900154



,",Integration,XMES,It happened due to many carrier stucked in DUMMY_20000063_001 equipment from different lots. Send MoveInCancel txns to affected carriers. Root cause have to be investigate.,Low,102,1
INC000005619022,Cegled,CW: 2021/45,11/8/2021 10:46:41 PM,"Site:
	CEG

Affected Line:
	62mm

Fauf (Fertigungsauftrag) / Lot ID:
	81484347

Area:
	terminálforrasztás

Interface:
	Camstar

Equipments or Process Affected:
	ISCFS4NK2190
	CEGBEARCCAR01

Host name:
	carrier change állomás

Problem description / Error message:
	Camstar program hiba, nem tudjukk beregisztrálni a wt-ket carrier change állomáson. 
	""Unhandled Exception""

Contact Phone Number:
	06309312820

",Integration,XMES,It happened due to many carrier stucked in DUMMY_20000063_001 equipment from different lots. Send MoveInCancel txns to affected carriers. Root cause have to be investigate.,Low,103,1
INC000005621681,Cegled,CW: 2021/45,11/9/2021 6:21:42 PM,"Site:
	CEG

Affected Line:
	Econo2

Fauf (Fertigungsauftrag) / Lot ID:
	

Area:
	

Interface:
	XMES

Equipments or Process Affected:
	H&K-107,109,110,133,140,141,142,166,167,168,169,171,172,303

Host name:
	

Problem description / Error message:
	Keretbonderen az 1-es szervergép berendezései nem a megfelel? TFM állapotot mutatják.

Contact Phone Number:
	06304238256

",Platform,Others,Was connection issue between bonders and server.,Low,104,1
INC000005622917,Cegled,CW: 2021/45,11/10/2021 8:54:03 AM,"Site:
	CEG

Affected Line:
	Econo1

Fauf (Fertigungsauftrag) / Lot ID:
	

Area:
	System soldering

Interface:
	Equipment

Equipments or Process Affected:
	Vadu 13 EQSTAT nem vált státuszt.

Host name:
	

Problem description / Error message:
	Vadu 13 EQSTAT nem vált státuszt.

Contact Phone Number:
	778

",Platform,Others,at 9:41 already in Normal Production,Low,105,1
INC000005624109,Cegled,CW: 2021/45,11/10/2021 4:59:02 PM,"*Problem description / Error message: Új belép?k-2021.11.08
*Site (WAR/ CEG):CEG",Configuration,Master Data,"New employees data added in Eway, see email Mi 10.11.2021 16:57",Low,106,1
INC000005625360,Cegled,CW: 2021/45,11/11/2021 7:59:26 AM,"*Problem description / Error message: Title : Hiba - XMES felület hibája
Caption : Hiba - Az alapanyag kiregisztrálása sikertelent
Message : Hiba - Az alapanyag kiregisztrálása és maradék mennyiség korrigálása során.

*Site (WAR/ CEG):CEG
*Affected line (PowerLine / HD-Line / EASY / Sinter Line/ Econo1/Econo2/ 62mm/ IHM): Econo2
Fauf / Lot ID: 
Area (e.g. Chip soldering): 
Interface (Camstar / XMES/ Equipment): 
*Equipment or Process (ID, Equipment number): 
Host Name: 
Screenshot of the error message: 
*Contact: 

If applicable: 
Carriers / Items affected (ID):",Procedural,Material Setup,"A lejárt anyag kiszedve vaduból. 

Kérem ha befejezitek a faufot, szedjétek ki rögtön az anyagot,",Low,107,1
INC000005626155,Cegled,CW: 2021/46,11/11/2021 11:21:01 AM,"Site:
	CEG

Affected Line:
	Econo2

Fauf (Fertigungsauftrag) / Lot ID:
	81488053

Area:
	Endtest

Interface:
	Equipment

Equipments or Process Affected:
	KWK6

Host name:
	CEGBEARKWK6IN

Problem description / Error message:
	H8300/Econo2/Greyroom/Endtest/KWK6, EQ stat nem valt at normal gyartasra.

Contact Phone Number:
	+36300195220

",Configuration,TFM,"Státusz váltás aktív a KW6-os berendezésen, TFM ellen?rizve.",Low,108,1
INC000005631291,Cegled,CW: 2021/46,11/15/2021 9:20:17 AM,"*Problem description / Error message: ""EAF válasz nem megfelel?"" - EAF response is not appropriate
*Site (WAR/ CEG): CEG
*Affected line (PowerLine / HD-Line / EASY / Sinter Line/ Econo1/Econo2/ 62mm/ IHM): Econo 1
Fauf / Lot ID: 81489690
Area (e.g. Chip soldering): CA, Econo 1 Grey Room
Interface (Camstar / XMES/ Equipment): Equiment - Pinlehre Workbench
*Equipment or Process (ID, Equipment number): Pincheck (91000000)
Host Name: CEGFABCAPIN01
Screenshot of the error message: 
*Contact: Horvath Peter (IFCE BE HPS E TC)",Integration,LEGACY APP,Issue has been resolved. More info in work details.,Low,109,1
INC000005633281,Cegled,CW: 2021/46,11/16/2021 12:15:20 AM,"Site:
	CEG

Affected Line:
	Econo2

Fauf (Fertigungsauftrag) / Lot ID:
	81491138

Area:
	Rendszerforrasztás

Interface:
	Camstar

Equipments or Process Affected:
	ECO2_Dummy_VaDu_004
	ECO2_Dummy_VaDu_025

Host name:
	

Problem description / Error message:
	Sziasztok!
	
	Az alábbi tételt /81491138/ szeretném átmozgatni MODUL2-be mérésre, de fantom wt miatt nem megoldható.
	Kérlek nézzétek meg.
	Köszönöm szépen!

Contact Phone Number:
	06302256710

",Platform,Performance,"after scanname assignement checked together, worked, see email Di 16.11.2021 00:47",Low,110,1
INC000005633297,Cegled,CW: 2021/46,11/16/2021 1:10:36 AM,"Site:
	CEG

Affected Line:
	Econo2

Fauf (Fertigungsauftrag) / Lot ID:
	81481379

Area:
	Sorting

Interface:
	Camstar

Equipments or Process Affected:
	DUMMY_20000052_016 
	
	 

Host name:
	

Problem description / Error message:
	Sziasztok!
	
	A következ? tételt /81481379/ és a hozzá tartozó wt-ket nem tudják sorting állomáson kiregisztrálni XMES hiba miatt, Camstar újraindítása után sem.
	Olyan mintha a 295 hordozóhoz nem egy, hanem lehet két tétel lenne beregisztrálva.
	Camstar riport viszont csak egy hordozót mutat.
	
	Tétel :
	81481379  /HO2893E0/ 
	
	Berendezés:
	DUMMY_20000052_016	
	 
	Hordozó:
	295
	
	Szeretnék segítséget kérni a probléma megoldásához.
	
	Köszönöm szépen!
	
	Üdv:
	Andi
	

Contact Phone Number:
	302256710

",Procedural,TrackIn / TrackOut,"you can use Online Query TransData_Carrier_WIPOwerview_01 and the xmes ui to check where are other carriers to lot (Checked, shown, and one registered as example by BOC then solved by production)",Low,111,1
INC000005637518,Cegled,CW: 2021/47,11/17/2021 10:05:13 AM,"Site:
	CEG

Affected Line:
	62mm

Fauf (Fertigungsauftrag) / Lot ID:
	81400000

Area:
	Rendszerbondolás

Interface:
	Equipment

Equipments or Process Affected:
	rendszerbond

Host name:
	

Problem description / Error message:
	Rendszerbond területen található összes HK berendezés TFM-je 0%-ot mutat nem m?ködik. EQstat monitorok és a PC-k újraindítása után sem üzemelnek.

Contact Phone Number:
	309312820",Platform,Others,"Bonder server issue, not related with FI system",Low,112,1
INC000005638563,Cegled,CW: 2021/46,11/17/2021 5:21:51 PM,"*Problem description / Error message: Sziasztok,

Véletlen el lett startoltatva camstarban  Econo1_MOD_A ba  a HK3197E9/81489796 tétel.
Abortáljátok a tételt camstarból légyszives mert csak EWAY-es.
Köszönöm szépen.
Üdv:Györgyi

*Site (WAR/ CEG):CEG
*Affected line (PowerLine / HD-Line / EASY / Sinter Line/ Econo1/Econo2/ 62mm/ IHM): Econo1
Fauf / Lot ID: 81489796 
Area (e.g. Chip soldering): 
Interface (Camstar / XMES/ Equipment): 
*Equipment or Process (ID, Equipment number): 
Host Name: 
Screenshot of the error message: 
*Contact: 

If applicable: 
Carriers / Items affected (ID):",Procedural,Others,"Done (abort, terminate done , email reply sent)/ Szia Györgyi, 
Az abortálás a kérés szerint megtörtént.
Üdv, 
Péter",Low,113,1
INC000005638728,Cegled,CW: 2021/46,11/17/2021 4:46:17 PM,"*Problem description / Error message: Sziasztok!
Szeretnénk segítséget kérni az alábbi tételhez , mert fantom wt van benne amit nem tudunk ki regisztrálni.
HB31878P0
81486562
köszönjük , üdv : Erika 

*Site (WAR/ CEG):CEG
*Affected line (PowerLine / HD-Line / EASY / Sinter Line/ Econo1/Econo2/ 62mm/ IHM): 62mm
Fauf / Lot ID: 81486562
Area (e.g. Chip soldering): 
Interface (Camstar / XMES/ Equipment): 
*Equipment or Process (ID, Equipment number): 
Host Name: 
Screenshot of the error message: 
*Contact: 

If applicable: 
Carriers / Items affected (ID):",Procedural,TrackIn / TrackOut,"see email 2021. november 17., szerda 14:38 (items take ut from proc and to right carrier assigned, in case of other carriers location submitted)",Low,114,1
